	sentence	tag
1066	Did they live here?	0
1067	They elected him chairman.	0
1068	They made her go.	0
1069	They dug a grave.	0
1070	They were busy.	0
1071	They remained friends.	0
1072	They stopped to talk.	0
1073	They died one after another.	0
1074	Did you know him?	0
1075	She broke into tears.	0
1076	She acted as a guide.	0
1077	She smiled at me.	0
1078	She opened the door.	0
1079	I enjoyed talking with her.	0
1080	I saw her again.	0
1081	He stole her watch.	0
1082	She guessed right.	0
1083	Her hair grew back.	0
1084	Her eyes darkened.	0
1085	She substituted margarine for butter.	0
1086	She was born in the 1950s.	0
1087	She bought two dozen eggs.	0
1088	She was laughed at.	0
1089	She talked childishly.	0
1090	She smiled happily.	0
1091	She gave money.	0
1092	She smiled sadly.	0
1093	She sang pretty well.	0
1094	She put on a coat.	0
1095	She said goodbye.	0
1096	She died of shock.	0
1097	She came at once.	0
1098	She kept quiet.	0
1099	She insisted on going there.	0
1100	She made jam from the apples.	0
1101	She acted in the play.	0
1102	She seemed disappointed at the result.	0
1103	She was afraid of the dog.	0
1104	She declined the invitation.	0
1105	She did it easily.	0
1106	She explained it over again.	0
1107	She took it off.	0
1108	She told Tony.	0
1109	She did not say anything.	0
1110	She got a part-time job as a typist.	0
1111	She played basketball.	0
1112	She was late for the bus.	0
1113	She folded her handkerchief neatly.	0
1114	She applied for a visa.	0
1115	She was fluent in French.	0
1116	She poured the milk into a bowl.	0
1117	She hardly ate anything.	0
1118	She wore glasses.	0
1119	She kept her eyes closed.	0
1120	She turned the doorknob slowly.	0
1121	She talks a lot.	0
1122	She rode a camel.	0
1123	She had a radio.	0
1124	She came alone.	0
1125	She worked hard.	0
1126	She handed me a postcard.	0
1127	She suddenly became famous.	0
1128	She tried to swim.	0
1129	She stopped to smoke.	0
1130	She didn't go far.	0
1131	She waited for him for hours.	0
1132	She waited for hours and hours.	0
1133	She went home.	0
1134	She began to sing.	0
1135	She picked flowers.	0
1136	She quit the company.	0
1137	She looked at the picture.	0
1138	She dashed downstairs.	0
1139	She went out.	0
1140	She acknowledged having made a mistake.	0
1141	She didn't seem interested.	0
1142	She achieved remarkable results.	0
1143	She got up late.	0
1144	She felt like crying.	0
1145	She looked excited.	0
1146	She bought chicken.	0
1147	Words failed her.	0
1148	She became happy.	0
1149	She decided to go.	0
1150	She bent down.	0
1151	She came last.	0
1152	She glanced through the magazine.	0
1153	She accepted our invitation.	0
1154	She handed me a sheet of paper.	0
1155	She made me a cake.	0
1156	She served me coffee.	0
1157	She sat next to me.	0
1158	She turned down my request.	0
1159	She ignored all my warnings.	0
1160	She agreed to my idea.	0
1161	She avoided answering my questions.	0
1162	She took my hand.	0
1163	She stared at me.	0
1164	She made me a star.	0
1165	She made me hurry.	0
1166	She looked at me.	0
1167	She attempted suicide.	0
1168	She looked around.	0
1169	She tried it herself.	0
1170	She abandoned her children.	0
1171	She married young.	0
1172	She looked lonely.	0
1173	She finished writing a letter.	0
1174	She became very ill.	0
1175	She shot a gun.	0
1176	She screamed for help.	0
1177	She took a deep breath.	0
1178	She stopped picking daisies.	0
1179	She raised her voice.	0
1180	She looked ghostly.	0
1181	She looked after her baby.	0
1182	She cursed loudly.	0
1183	She was very busy.	0
1184	She lived a long life.	0
1185	She weeded the garden.	0
1186	She aimed at the target.	0
1187	She was injured in a fall.	0
1188	She got angry.	0
1189	She lost her way.	0
1190	She went inside.	0
1191	She married him.	0
1192	She met him three years ago.	0
1193	She gave it to him.	0
1194	He loved her very much.	0
1195	She stood by him.	0
1196	She accepted his gift.	0
1197	She dropped her handkerchief on purpose to draw his attention.	0
1198	She wanted to help them.	0
1199	She despised him.	0
1200	She looked sad.	0
1201	She let the secret out.	0
1202	She walked arm in arm with her father.	0
1203	She reserved a room.	0
1204	She painted the wall pink.	0
1205	She looked all around.	0
1206	She didn't reply.	0
1207	She showed me her room.	0
1208	She did come here.	0
1209	She made a new dress for her daughter.	0
1210	She made a good speech.	0
1211	She went blind.	0
1212	She fell from the tree.	0
1213	She rubbed her eyes.	0
1214	She was brave.	0
1215	She felt blue.	0
1216	She became drowsy after supper.	0
1217	She struggled to get up.	0
1218	She had a clear conscience.	0
1219	She wiped away her tears.	0
1220	She went on speaking.	0
1221	She changed the subject.	0
1222	She grew roses.	0
1223	He hugged her.	0
1224	He came in person.	0
1225	The secret leaked out.	0
1226	We had a secret meeting.	0
1227	I saw a plane.	0
1228	My nose was very runny.	0
1229	The bottle smashed to pieces.	0
1230	My father was in the navy.	0
1231	The room was locked.	0
1232	It was dark in the room.	0
1233	The room was warm.	0
1234	The price rose.	0
1235	Prices dropped suddenly.	0
1236	I forgot to lock the storeroom.	0
1237	I walked to school.	0
1238	My mother was in tears.	0
1239	My mother took my temperature.	0
1240	My mother baked a cake for my birthday.	0
1241	His mother was right.	0
1242	The mother lay beside her baby on the bed.	0
1243	I won the lottery.	0
1244	The law was changed.	0
1245	I got a bee sting.	0
1246	My hat blew off.	0
1247	I wrote this book.	0
1248	I took Highway 58.	0
1249	I thought hard.	0
1250	I agreed to the proposal.	0
1251	I turned the doorknob.	0
1252	I felt much more relaxed.	0
1253	I looked around me.	0
1254	I felt like I was dead.	0
1255	I fell asleep while reading.	0
1256	It was really interesting.	0
1257	I studied English very hard every day, but I didn't learn a lot.	0
1258	The curtain rose.	0
1259	The curtain fell.	0
1260	I felt left out.	0
1261	It was a wild goose chase.	0
1262	Many trees fell down.	0
1263	I ran into a tree.	0
1264	Their eyes met.	0
1265	It was night.	0
1266	We woke up after midnight.	0
1267	I went to the station to see my friend off.	0
1268	I was hardly prepared.	0
1269	The leaves fell.	0
1270	Lightning struck the tower.	0
1271	All the eggs went bad.	0
1272	I hard-boiled an egg.	0
1273	The storm stopped the train.	0
1274	I left my passport somewhere.	0
1275	The two countries negotiated a treaty.	0
1276	My parents made me go there.	0
1277	It was nice and cool there.	0
1278	The hunter shot a bear.	0
1279	I had a good idea.	0
1280	A cold wind blew in.	0
1281	A cold bath refreshed him.	0
1282	Nothing remained in the refrigerator.	0
1283	The train was due at 6.	0
1284	The train made a brief stop.	0
1285	The train finally arrived.	0
1286	The train gained speed gradually.	0
1287	The train got in on time.	0
1288	The lovers kissed.	0
1289	The story wandered.	0
1290	We talked about various topics.	0
1291	I fractured my arm.	0
1292	I had an asthma attack.	0
1293	The curry was nothing special.	0
1294	I broke my leg skiing.	0
1295	I was out all day.	0
1296	The palace was heavily guarded.	0
1297	I bought a red tie.	0
1298	Snow completely covered the town.	0
1299	He did a cartwheel.	0
1300	Judy looked at me.	0
1301	The experiment failed.	0
1302	The experiment succeeded.	0
1303	It was only a joke.	0
1304	I was disappointed.	0
1305	We met a writer.	0
1306	The ambassador returned.	0
1307	The students laughed.	0
1308	He went to the shop.	0
1309	Christmas drew near.	0
1310	That was fun.	0
1311	I saw a dog.	0
1312	They were hungry.	0
1313	The bell rang.	0
1314	I forgot to telephone him today.	0
1315	Grace looked angry.	0
1316	The man robbed her bag.	0
1317	She made him a new suit.	0
1318	She hated him.	0
1319	She disliked him.	0
1320	She hated her husband.	0
1321	She disliked her husband.	0
1322	She handed him the key.	0
1323	I started liking Mary as soon as I met her.	0
1324	She liked him right off.	0
1325	She wore a beautiful dress.	0
1326	She kept on working.	0
1327	She turned eighty-one.	0
1328	She called me many times.	0
1329	She was in a great hurry.	0
1330	She was appointed chairperson.	0
1331	She spent all afternoon cooking.	0
1332	She was busy with housework.	0
1333	She was run over by a car.	0
1334	She was hit by a car.	0
1335	The dog was hit by a car.	0
1336	He was almost hit by a car.	0
1337	I was almost hit by a car.	0
1338	She was about to go out.	0
1339	She caught colds often.	0
1340	She left here right away.	0
1341	She wept bitterly.	0
1342	She cried bitterly.	0
1343	Mary came in.	0
1344	He lied to us.	0
1345	He attained his goal.	0
1346	He reached his goal.	0
1347	He achieved his goal.	0
1348	He stole my wallet.	0
1349	I sent her a doll.	0
1350	I was disappointed in him.	0
1351	I forgot your phone number.	0
1352	Her hat looked very funny.	0
1353	He lost face.	0
1354	I saw her home.	0
1355	I took her home.	0
1356	Many friends saw him off.	0
1357	I slapped his face.	0
1358	I missed you.	0
1359	I visited Dan.	0
1360	The ice melted.	0
1361	I quit smoking.	0
1362	We disturbed him.	0
1363	He lost his job.	0
1364	I made a doll for Ann.	0
1365	Today was fun.	0
1366	Chris swung his sword!	0
1367	Aaron killed Elizabeth.	0
1368	Abbott killed Mary.	0
1369	Betty came last.	0
1370	Mary killed Abbott.	0
1371	The doorbell rang.	0
1372	I threw up.	0
1373	He was too old to swim.	0
1374	He looked away.	0
1375	Nothing special happened.	0
1376	I was a teacher.	0
1377	I got it.	0
1378	I quickly ate lunch.	0
1379	I made a mistake.	0
1380	The area was quiet.	0
1381	We really enjoyed ourselves.	0
1382	Yesterday was Sunday.	0
1383	I didn't realise.	0
1384	I made a complete fool of myself.	0
1385	You didn't understand.	0
1386	It was a terrible day.	0
1387	Everyone was happy.	0
1388	Some people were late.	0
1389	Prices went up.	0
1390	The clock stopped.	0
1391	They were afraid of you.	0
1392	He just arrived.	0
1393	The concert was successful.	0
1394	I ordered two hamburgers.	0
1395	Otto Lilienthal was a German engineer and entrepreneur.	0
1396	My bottle broke.	0
1397	She became pregnant.	0
1398	She glanced around.	0
1399	Bob became a pastor.	0
1400	Bob became a preacher.	0
1401	Bob became a minister.	0
1402	His joke was great.	0
1403	Mr. Smith came.	0
1404	I voted for Ken.	0
1405	My father went fishing.	0
1406	I was wrong.	0
1407	He killed that man.	0
1408	He asked us to help him.	0
1409	The conference ended at five.	0
1410	He closed the door.	0
1411	I got on the wrong train.	0
1412	I got on the wrong bus.	0
1413	I appreciated your help.	0
1414	You disappointed me.	0
1415	He wore a mask so no one would recognize him.	0
1416	My mother made me a sweater.	0
1417	I arrived here yesterday.	0
1418	I was speechless.	0
1419	Who did you meet?	0
1420	He became famous.	0
1421	He fooled her.	0
1422	She sat on the bench.	0
1423	He sat on the bench.	0
1424	They all drowned.	0
1425	I paid about fifty dollars.	0
1426	They greeted me.	0
1427	I had a lot of fun.	0
1428	I came here yesterday.	0
1429	He got angry.	0
1430	He went out to eat.	0
1431	The pain was terrible.	0
1432	She baked me a cake.	0
1433	She looked away.	0
1434	He lost everything he owned.	0
1435	That book was interesting.	0
1436	No, I didn't go.	0
1437	Betty killed everyone.	0
1438	He stood up.	0
1439	I saw him.	0
1440	It wasn't expensive.	0
1441	She woke up.	0
1442	Yesterday was Thursday.	0
1443	Everything went well.	0
1444	He ordered a beer.	0
1445	His fever subsided.	0
1446	Her fever subsided.	0
1447	He visited France three times.	0
1448	I only spent three dollars.	0
1449	He neglected his duties.	0
1450	"Last year in Nagoya I ate a very delicious dish called ""Shoujin Ryouri""."	0
1451	She looked ill.	0
1452	My daughter caught a cold.	0
1453	My father stopped drinking.	0
1454	Jane was angry.	0
1455	He was disappointed.	0
1456	The Devil made me do it.	0
1457	She was livid.	0
1458	She traveled around Japan.	0
1459	He quit smoking.	0
1460	He passed away yesterday.	0
1461	It was a terrible affair.	0
1462	She burned her left hand.	0
1463	He went away.	0
1464	She just left.	0
1465	We enjoyed watching TV.	0
1466	Billie Holliday had an earthy, gravelly voice.	0
1467	I saw you cooking.	0
1468	The radio died.	0
1469	Was it interesting?	0
