as_tags,type
"['VBP', 'RB', 'VB', 'VBN', 'IN', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NNS', 'IN', 'VBG', 'RP', '.']",present simple
"['PRP', 'VBP', 'IN', 'VBG', 'RP', '.']",present simple
"['PRP', 'VBZ', 'JJ', 'NN', '.']",present simple
"['NNP', 'RB', 'IN', 'PRP', 'VBZ', 'JJ', 'NN', '.']",present simple
"['VB', 'RP', '.']",present simple
"['VB', 'RP', 'DT', 'NNS', '.']",present simple
"['VB', 'PRP$', 'NNS', 'VBD', 'IN', 'PRP', 'VBP', 'PRP', 'TO', 'VB', 'PRP', '.']",present simple
"['VB', 'RP', '.']",present simple
"['NN', 'IN', 'DT', 'NN', '.']",present simple
"['RB', 'VB', 'NN', 'IN', 'NN', '.']",present simple
"['NNP', 'NNS', 'JJ', '.']",present simple
"['PRP', 'VBP', 'PRP', 'VBP', 'DT', 'RB', '.']",present simple
"['NN', 'IN', 'DT', 'NN', ',', 'NN', '.']",present simple
"['NN', 'VBZ', 'RP', 'TO', 'PRP', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['NNP', 'RP', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'NN', 'IN', 'DT', 'NN', 'CC', 'VB', 'PRP', 'TO', 'PRP', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', 'IN', 'DT', 'NN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'RP', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'TO', 'PRP', 'IN', 'NN', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'TO', 'VB', 'RB', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', '.']",present simple
"['NNP', 'PRP', 'IN', 'PRP', 'MD', 'VB', 'DT', 'NN', '.']",present simple
"['IN', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'PRP', 'TO', 'VB', '.']",present simple
"['PRP', 'NN', 'NN', '.']",present simple
"['PRP', 'RB', 'VBP', 'JJ', 'NN', '.']",present simple
"['NNP', 'RB', 'IN', 'PRP', '.']",present simple
"['VB', 'PRP', 'VB', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'PRP$', 'JJ', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'PRP$', 'JJ', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'DT', 'NN', 'TO', 'PRP$', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'DT', 'NNS', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNS', 'VBP', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NNS', '.']",present simple
"['VB', 'PRP', 'DT', 'JJ', ',', 'MD', 'PRP', '.']",present simple
"['VB', 'RP', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'RP', 'DT', 'NN', '.']",present simple
"['RB', 'VB', 'TO', 'VB', 'RP', 'DT', 'NN', '.']",present simple
"['VB', 'RP', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'RB', 'IN', 'DT', 'NN', '.']",present simple
"['DT', 'NN', 'VBZ', 'RP', '.']",present simple
"['VB', 'PRP', 'VBG', 'DT', 'NN', '.']",present simple
"['NNP', 'CC', 'VB', 'PRP', 'IN', 'PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'RB', 'NN', '.']",present simple
"['WRB', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'RP', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'VB', 'NN', '.']",present simple
"['VB', 'PRP', 'VB', 'WRB', 'PRP', 'MD', 'VB', 'NN', '.']",present simple
"['VBG', 'NN', 'VBZ', 'RB', 'NN', '.']",present simple
"['NNP', 'VBG', 'JJ', 'CC', 'VB', 'NN', 'TO', 'VB', '.']",present simple
"['DT', 'NN', 'VBZ', 'IN', 'NN', '.']",present simple
"['DT', 'NN', 'NN', 'VBZ', 'IN', '.']",present simple
"['VBP', 'PRP', 'IN', 'NN', '.']",present simple
"['NNP', 'NNP', 'VBZ', 'PRP', 'NNP', '.']",present simple
"['VB', 'PRP', 'VB', 'WP', 'DT', 'NN', 'VBZ', '.']",present simple
"['VB', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', '.']",present simple
"['VB', 'PRP$', 'JJS', 'IN', 'NN', '.']",present simple
"['VB', 'PRP$', 'JJS', 'IN', 'NN', '.']",present simple
"['VBN', 'IN', '.']",present simple
"['VB', 'PRP', 'VB', 'WP', 'PRP', 'VBP', 'RP', 'TO', '.']",present simple
"['VB', 'PRP', 'WP', 'TO', 'VB', '.']",present simple
"['VB', 'IN', 'PRP$', 'JJ', 'NNS', 'WRB', 'VBG', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'NN', '.']",present simple
"['RB', 'NN', 'TO', 'VB', 'DT', 'NN', '.']",present simple
"['RB', 'VB', 'PRP', 'WP', 'PRP', 'MD', 'VB', 'PRP', 'TO', 'VB', '.']",present simple
"['VB', 'RP', 'RB', 'RB', 'IN', 'PRP', 'RB', 'MD', '.']",present simple
"['VB', 'PRP', 'NN', '.']",present simple
"['VB', 'PRP', 'TO', 'NN', 'PRP', 'IN', '.']",present simple
"['NNP', 'VBG', 'DT', 'NN', 'IN', 'NN', '.']",present simple
"['VB', 'PRP', 'TO', 'NN', 'PRP', 'MD', 'VB', 'TO', 'VB', '.']",present simple
"['NNP', 'WDT', 'PRP', 'VBP', '.']",present simple
"['PRP', 'VBP', 'NN', 'IN', 'JJ', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.', 'IN', 'PRP', 'VBP', 'NN', 'TO', 'VB', ',', 'VB', 'VBG', 'VBZ', 'CC', 'VB', 'PRP', '.']",present simple
"['VB', 'PRP', 'WP', 'PRP', 'VBP', '.']",present simple
"['VB', 'PRP', 'VB', 'IN', 'PRP', 'VBP', 'IN', 'NN', 'IN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'PRP', 'IN', 'PRP', 'VBP', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NNS', 'TO', 'VB', '.']",present simple
"['PRP', 'VBP', 'NN', 'TO', 'VB', '.']",present simple
"['VB', 'PRP', 'NN', 'TO', 'VB', '.']",present simple
"['PRP', 'VBP', 'NN', 'TO', 'VB', '.']",present simple
"['VB', 'PRP', 'NN', 'TO', 'VB', '.']",present simple
"['VB', 'PRP', 'NN', 'TO', 'VB', 'IN', '.']",present simple
"['VB', 'PRP', 'NN', 'TO', 'VB', 'IN', '.']",present simple
"['VB', 'PRP', 'NN', 'TO', 'VB', '.']",present simple
"['VBP', 'PRP', 'VB', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'WP', 'VBD', '.']",present simple
"['VB', 'PRP', 'DT', 'JJ', 'NN', 'IN', 'WP', 'VBD', '.']",present simple
"['VB', 'PRP', 'NN', 'TO', 'VB', '.']",present simple
"['PRP', 'VBP', 'NN', 'TO', 'VB', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'RP', 'NN', '.']",present simple
"['NNP', 'PRP', 'DT', 'NNS', '.']",present simple
"['VB', 'PRP', 'NN', 'IN', 'WDT', 'TO', 'VB', 'DT', 'NN', '.']",present simple
"['VB', 'JJ', 'TO', 'VB', 'IN', 'NN', 'IN', 'PRP', ',', 'IN', 'EX', 'VBZ', 'NN', 'PRP', 'MD', 'VB', 'IN', 'PRP', '.']",present simple
"['PRP', 'VBP', 'NN', 'NN', '.']",present simple
"['VB', 'PRP', 'NN', 'VBG', 'TO', 'VB', '.']",present simple
"['NNP', 'CC', 'VB', 'IN', 'PRP', 'WDT', 'VBZ', 'VBN', '.']",present simple
"['NNP', 'DT', 'JJ', 'NN', 'IN', 'NN', 'JJ', 'NNS', '.']",present simple
"['VB', 'DT', 'JJ', 'NN', '.']",present simple
"['VB', 'DT', 'JJ', 'NNS', '.']",present simple
"['VB', 'DT', 'JJ', 'NNS', '.']",present simple
"['NNP', 'NN', 'RB', 'TO', 'VB', 'DT', 'JJ', 'NN', '.']",present simple
"['VB', 'IN', '.']",present simple
"['NN', 'IN', 'DT', 'NN', ',', 'NN', '.']",present simple
"['NNP', 'RP', 'DT', 'NN', ',', 'NN', '.']",present simple
"['PRP', 'VBP', 'TO', 'NN', '.']",present simple
"['NNP', 'VBZ', 'JJ', '.']",present simple
"['PRP', 'VBP', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', 'CC', 'PRP', 'MD', 'VB', 'DT', 'NNS', 'RB', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'PRP', '.']",present simple
"['PRP', 'VBP', 'DT', 'JJ', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'TO', 'VB', 'IN', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', 'IN', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP', 'RB', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['PRP', 'VBZ', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP', 'VB', 'DT', '.']",present simple
"['VB', 'RP', 'IN', 'PRP', '.']",present simple
"['PRP', 'NNS', 'PRP', '.']",present simple
"['PRP', 'VBP', 'NN', '.']",present simple
"['NNP', 'RB', 'CC', 'VB', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'RB', 'CC', 'VB', 'PRP', 'JJ', '.']",present simple
"['VB', 'DT', 'NN', ',', 'NN', '.']",present simple
"['NNP', 'DT', 'NN', 'JJ', '.']",present simple
"['NNP', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP$', 'JJ', 'NN', 'IN', 'JJ', '.']",present simple
"['NNP', 'PRP', 'DT', 'NN', ',', 'NN', '.']",present simple
"['NNP', 'PRP', 'DT', 'NN', 'CC', 'NN', ',', 'NN', '.']",present simple
"['VB', 'RP', 'PRP$', 'NN', '.']",present simple
"['VB', 'RP', 'PRP$', 'NN', 'CC', 'VB', 'TO', 'PRP', '.']",present simple
"['NNP', 'IN', 'DT', 'NN', ',', 'RB', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'RB', 'CC', 'VB', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'IN', 'NN', '.']",present simple
"['VB', 'NN', 'IN', 'DT', 'NN', 'CC', 'VB', 'TO', 'DT', 'NN', '.']",present simple
"['VB', 'NN', 'IN', 'DT', 'NN', 'CC', 'VB', 'PRP', 'WP', 'VBD', '.']",present simple
"['VBP', 'RB', 'VB', 'JJ', 'DT', 'NN', '.']",present simple
"['NNP', 'NN', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', '.']",present simple
"['VB', 'PRP$', 'NNS', 'VBP', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'RB', 'JJ', '.']",present simple
"['NNP', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['IN', 'DT', 'NN', 'TO', 'VB', 'TO', 'DT', 'NN', '.']",present simple
"['EX', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'JJR', 'NN', 'TO', 'NN', 'WRB', 'PRP', 'VBP', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'JJ', 'TO', 'VB', 'NNS', 'WRB', 'VBG', 'NNP', '.']",present simple
"['VBP', 'RB', 'VB', 'NNP', 'IN', 'JJ', 'NN', 'IN', 'NN', '.']",present simple
"['NNP', 'VBZ', 'JJ', 'TO', 'VB', '.']",present simple
"['NNP', 'VBZ', 'RB', 'PRP$', 'JJ', 'NN', '.']",present simple
"['VB', 'TO', 'VB', 'NNP', 'RB', 'RB', 'IN', 'JJ', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'NNP', '.']",present simple
"['NNP', 'IN', 'NNP', '.']",present simple
"['VB', 'PRP', 'IN', 'NNP', '.']",present simple
"['VB', 'TO', 'VB', 'PRP$', 'NNP', '.']",present simple
"['VBP', 'PRP', 'IN', 'NNS', '.']",present simple
"['VB', 'PRP', 'TO', 'PRP$', 'NN', ',', 'RB', 'IN', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'PRP', 'IN', 'PRP', 'VBZ', 'VBG', '.']",present simple
"['NNP', 'PRP$', 'NN', 'NNS', 'IN', 'PRP', 'VBP', 'VBG', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'DT', 'NN', 'IN', 'PRP', 'VBZ', 'VBG', '.']",present simple
"['NNP', 'RB', 'JJ', 'NNS', 'IN', 'PRP', 'MD', 'VB', '.']",present simple
"['PRP', 'VBZ', 'DT', 'JJ', 'NN', '.']",present simple
"['NNP', 'IN', 'IN', 'DT', 'NN', '.']",present simple
"['PRP', 'VBZ', 'IN', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', 'IN', 'PRP', 'IN', 'NN', 'PRP', 'VBZ', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'DT', 'NN', 'IN', 'NN', 'PRP', 'VBZ', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'PRP$', 'NN', 'IN', 'NN', 'PRP', 'VBZ', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'PRP', 'IN', 'NN', 'PRP', 'VBZ', '.']",present simple
"['NNP', 'TO', 'VB', 'PRP$', 'NN', ',', 'IN', 'NN', 'PRP', 'VBZ', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'PRP', 'IN', 'NN', 'PRP', 'VBZ', 'TO', 'VB', '.']",present simple
"['NNP', 'VBG', 'DT', 'NN', 'WRB', 'PRP', 'VBZ', 'VBG', '.']",present simple
"['NNP', 'VBZ', 'DT', 'NN', 'NNS', '.']",present simple
"['VBP', 'RB', 'VB', 'IN', 'DT', 'JJ', 'NN', '.']",present simple
"['NN', 'TO', 'DT', 'NN', ',', 'CC', 'PRP', 'MD', 'VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'JJ', 'NN', '.']",present simple
"['NN', 'TO', 'DT', 'NN', '.']",present simple
"['NN', 'IN', 'PRP$', 'JJ', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'RP', 'PRP$', 'JJ', 'NN', '.']",present simple
"['NN', 'TO', 'DT', 'NN', ',', 'CC', 'PRP', 'MD', 'VB', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'RP', 'NN', '.']",present simple
"['VB', 'PRP', 'TO', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VBG', 'NNS', 'NN', '.']",present simple
"['VBG', 'VBZ', 'RB', 'VBN', 'IN', 'NN', '.']",present simple
"['DT', 'JJ', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'NN', 'IN', '.']",present simple
"['PRP', 'VBZ', 'RB', 'JJR', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJS', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'VB', 'PRP', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'CD', 'NNS', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'CD', 'NNS', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'CD', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'TO', 'VB', 'CD', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'RB', ',', 'CC', 'PRP', 'MD', 'VB', 'TO', 'VB', 'DT', 'JJ', 'NN', 'RB', 'JJ', 'NN', '.']",present simple
"['NNP', 'JJ', ',', 'CC', 'PRP', 'MD', 'VB', '.']",present simple
"['NNP', 'JJ', ',', 'CC', 'PRP', 'MD', 'VB', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'RB', '.']",present simple
"['VB', 'PRP', 'VB', 'RB', '.']",present simple
"['VB', 'PRP', 'IN', 'PRP', '.']",present simple
"['VB', 'PRP', 'IN', 'CD', 'NN', ',', 'NN', '.']",present simple
"['NNP', 'IN', 'DT', 'JJ', 'NN', '.']",present simple
"['NN', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'CC', 'VB', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'VBN', 'IN', 'VBG', 'DT', 'NN', '.']",present simple
"['PRP$', 'NN', 'VBZ', '.']",present simple
"['PRP', 'VBZ', 'JJ', '.']",present simple
"['VBZ', 'IN', 'DT', '.']",present simple
"['NNP', 'NN', 'IN', 'PRP', 'VBZ', 'JJ', '.']",present simple
"['NNP', 'NN', 'IN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', 'VB', 'RP', 'IN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'RP', 'IN', 'PRP', 'VBZ', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'RP', 'IN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'RB', 'IN', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']",present simple
"['VB', 'DT', 'JJ', 'NN', '.']",present simple
"['NNP', 'JJ', 'CC', 'NN', '.']",present simple
"['PRP', 'VBP', 'VBN', '.']",present simple
"['VB', 'PRP$', 'NN', 'IN', 'NN', '.']",present simple
"['VB', 'PRP', 'TO', 'PRP', 'IN', 'DT', 'JJ', 'NN', '.']",present simple
"['VB', 'TO', 'VB', 'JJ', 'NN', '.']",present simple
"['VB', 'NN', 'WRB', 'NN', 'VBZ', 'JJ', '.']",present simple
"['PRP', 'VBZ', 'DT', 'JJ', 'NN', '.']",present simple
"['VB', 'DT', 'JJ', 'CC', 'VB', 'DT', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'JJ', 'NN', '.']",present simple
"['VBZ', 'EX', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'JJ', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP$', 'NN', 'TO', 'NN', '.']",present simple
"['CD', 'NNS', 'VBZ', 'RB', 'JJ', 'IN', 'PRP', 'TO', 'VB', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'JJ', 'CC', 'VB', 'PRP', 'NN', '.']",present simple
"['PRP', 'VBP', 'JJ', 'RB', '.']",present simple
"['PRP', 'VBP', 'RB', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', '.']",present simple
"['PRP', 'VBP', 'IN', 'NN', '.']",present simple
"['NNP', 'PRP', 'DT', 'NN', ',', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'PRP', 'VBP', '``', 'DT', 'NN', '.', ""''""]",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'IN', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'PRP', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'PRP', 'RP', 'IN', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'TO', 'PRP$', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', 'WRB', '.']",present simple
"['VBP', 'RB', 'VB', 'TO', 'VB', 'NNS', 'IN', 'PRP', 'VBP', 'RB', 'VB', '.']",present simple
"['VBP', 'RB', 'VB', 'JJ', '.']",present simple
"['VB', 'PRP$', 'NN', 'IN', 'PRP', 'VBP', 'PRP', '.']",present simple
"['NNP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', '.']",present simple
"['VB', 'JJ', 'TO', 'VB', 'PRP', 'DT', 'NN', 'RB', 'RB', 'IN', 'PRP', 'VBP', 'TO', 'NNP', '.']",present simple
"['NNP', 'VBZ', 'IN', 'NNP', '.']",present simple
"['IN', 'DT', 'NN', 'TO', 'DT', 'NN', '.']",present simple
"['VB', 'VB', 'IN', 'DT', 'NN', '.']",present simple
"['VBP', 'RB', 'VB', 'VB', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'NN', '.']",present simple
"['VB', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'PRP', 'MD', 'VB', 'PRP', 'RP', '.']",present simple
"['VB', 'DT', 'NN', '.']",present simple
"['VB', 'IN', 'TO', 'DT', 'NN', '.']",present simple
"['NNP', 'RB', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'JJ', 'TO', 'VB', 'IN', 'PRP$', 'NN', 'RB', 'IN', 'PRP', 'NN', 'PRP', 'IN', '.']",present simple
"['NNP', 'RB', 'IN', 'DT', 'NN', '.']",present simple
"['IN', 'PRP', 'IN', 'JJ', ',', 'NN', '.']",present simple
"['NNP', 'VBZ', 'IN', 'NNP', '.']",present simple
"['NNP', 'VBZ', 'NN', '.']",present simple
"['VBP', 'PRP', 'IN', 'NNS', '.']",present simple
"['DT', 'NNS', 'VBP', 'JJ', '.']",present simple
"['VB', 'RP', 'DT', 'NN', ',', 'NN', '.']",present simple
"['NN', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'RP', 'DT', 'JJ', '.']",present simple
"['VB', 'RP', 'DT', 'NN', '.', 'PRP', 'MD', 'RB', 'VB', 'PRP', '.']",present simple
"['NNP', 'RP', 'DT', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'RP', '.']",present simple
"['VB', 'DT', 'NN', 'NN', '.']",present simple
"['VBP', 'PRP', 'VB', 'DT', 'JJR', '.']",present simple
"['VB', 'IN', 'PRP$', 'JJ', 'NNS', '.']",present simple
"['VB', 'PRP', 'RP', '.']",present simple
"['VB', 'PRP$', 'JJ', 'NN', '.']",present simple
"['VBG', 'NNS', 'RB', 'RB', '.']",present simple
"['NNP', 'RB', ',', 'CC', 'PRP', 'MD', 'VB', '.']",present simple
"['NNP', 'RB', '.']",present simple
"['PRP', 'RB', 'VBP', 'PRP', '.']",present simple
"['NN', 'IN', 'VBG', '.']",present simple
"['VB', 'PRP', 'DT', 'NN', 'IN', 'NNS', 'TO', 'VB', 'PRP', 'RP', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', 'IN', '.']",present simple
"['NNP', 'IN', 'IN', 'PRP', 'IN', 'PRP', 'VBP', '.']",present simple
"['VB', 'JJ', 'IN', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', '.']",present simple
"['VBP', 'DT', 'JJ', 'NN', '.']",present simple
"['NNS', 'VBP', 'RB', '.']",present simple
"['NN', 'IN', 'DT', 'NN', 'VBG', 'IN', 'DT', 'NN', '.']",present simple
"['NN', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'VBG', 'IN', 'DT', 'NN', '.']",present simple
"['NNP', 'RB', '.']",present simple
"['NNP', 'RB', ',', 'CC', 'PRP', 'MD', 'VB', 'RP', 'IN', 'PRP', '.']",present simple
"['VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP$', 'NN', '.', 'PRP', 'VBP', 'DT', 'NN', 'TO', 'VB', '.']",present simple
"['NN', 'RB', '.']",present simple
"['NNP', 'RB', ',', 'CC', 'PRP', 'MD', 'RB', 'VB', 'NNS', '.']",present simple
"['NNP', 'RB', '.']",present simple
"['NNP', 'RB', '.', 'PRP', 'MD', 'VB', 'DT', 'NN', '.']",present simple
"['NNP', 'RB', 'CC', 'RB', '.']",present simple
"['WP', 'VBZ', 'DT', 'NNP', '.']",present simple
"['VB', 'PRP$', 'JJS', 'IN', 'NN', 'PRP', 'VBP', '.']",present simple
"['VB', 'PRP', 'WRB', 'TO', 'VB', 'PRP', ',', 'VB', '.']",present simple
"['VBP', 'RB', 'VB', 'PRP', '.']",present simple
"['NNP', 'IN', ',', 'CC', 'PRP', 'MD', 'VB', 'PRP$', 'NN', '.']",present simple
"['VB', 'PRP', '.', 'PRP', 'VBP', 'VBG', 'JJ', '.']",present simple
"['VB', 'VBG', 'NNS', 'NN', '.']",present simple
"['VB', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'CC', 'VBG', 'MD', 'VB', 'JJ', '.']",present simple
"['VBP', 'RB', 'VB', 'DT', 'NN', '.']",present simple
"['NN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['VB', 'TO', 'VB', 'NNS', 'IN', 'PRP', 'RB', 'VBP', '.']",present simple
"['VB', 'PRP', 'RP', 'WRB', 'PRP', 'VBD', 'PRP', '.']",present simple
"['NNP', 'RBR', 'RB', ',', 'CC', 'PRP', 'MD', 'VB', 'DT', 'NN', '.']",present simple
"['NNP', 'RBR', 'RB', '.']",present simple
"['NNP', 'NN', ',', 'CC', 'PRP', 'MD', 'VB', 'DT', 'NN', '.']",present simple
"['NNP', 'RBR', 'JJ', 'NNS', '.']",present simple
"['NNP', 'RBR', ',', 'CC', 'PRP', 'MD', 'RB', 'VB', 'NN', '.']",present simple
"['VB', 'PRP', 'DT', 'JJR', 'CD', '.']",present simple
"['PRP', 'VBP', 'JJR', 'JJ', 'NN', '.']",present simple
"['VB', 'RBR', 'JJ', '.']",present simple
"['NNP', 'NN', 'TO', 'PRP', '.']",present simple
"['VB', 'TO', 'VB', 'DT', 'RBR', 'JJ', 'NN', '.']",present simple
"['NNP', 'NN', 'CC', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']",present simple
"['RB', 'VB', 'PRP', 'JJ', '.']",present simple
"['VB', 'PRP', 'DT', 'JJR', 'CD', ',', 'NN', '.']",present simple
"['VB', 'RBR', 'RB', '.']",present simple
"['NNP', 'RBR', 'RB', ',', 'CC', 'PRP', 'MD', 'VB', 'DT', 'NN', '.']",present simple
"['VB', 'PRP', 'TO', 'RBR', 'JJ', 'NNS', '.']",present simple
"['PRP', 'VBP', 'DT', 'NN', 'JJR', '.']",present simple
"['VB', 'PRP', 'TO', 'JJR', 'NNS', '.']",present simple
"['NNP', 'IN', 'JJ', '.']",present simple
"['NN', 'TO', 'DT', 'NNP', 'POS', 'NNP', 'IN', 'PRP', 'VBP', 'DT', 'NNS', '.']",present simple
"['VB', 'PRP', 'IN', 'PRP', 'VBP', 'JJ', '.']",present simple
"['PRP', 'VBP', 'RB', 'VB', 'DT', 'JJR', 'NN', '.']",present simple
"['PRP', 'VBP', 'RB', 'JJ', '.']",present simple
